week_start,store_name,product_name,category,units_sold,expected_units,deviation_units,anomaly_type,z_score,if_score
2022-10-10,Mumbai Central,Lay's Chips 100g,Snacks,1605,1232.75,372.2,IsoForest,1.268857292663777,-0.026438452169351923
2023-10-23,Chennai West,Lay's Chips 100g,Snacks,1612,1511.0,101.0,IsoForest,1.259863333737174,-0.016244542678788942
2024-10-28,Chennai West,Parle-G Biscuits,Snacks,2657,2558.0,99.0,IsoForest,1.255078157014731,-0.12457904879592685
2023-10-09,Chennai West,Parle-G Biscuits,Snacks,2656,2041.5,614.5,IsoForest,1.252867803260175,-0.13410825263405557
2022-10-17,Mumbai Central,Parle-G Biscuits,Snacks,2647,2172.25,474.8,IsoForest,1.2515640899267153,-0.131085785971627
2022-10-10,Pune East,Parle-G Biscuits,Snacks,2695,1971.0,724.0,IsoForest,1.249522593664519,-0.1412085740223128
2025-12-08,Bengaluru South,Lay's Chips 100g,Snacks,1608,1879.75,-271.8,IsoForest,1.2463381967366984,-0.035358813849900916
2024-12-02,Chennai West,Parle-G Biscuits,Snacks,2653,2879.25,-226.2,IsoForest,1.246236741996507,-0.09465860485512734
2024-12-02,Bengaluru South,Parle-G Biscuits,Snacks,2662,3116.75,-454.8,IsoForest,1.2447185591166958,-0.0849658694440617
2023-10-23,Delhi North,Parle-G Biscuits,Snacks,2661,2386.25,274.8,IsoForest,1.237042674254584,-0.13663636451440808
2024-12-09,Bengaluru South,Parle-G Biscuits,Snacks,2658,3008.25,-350.2,IsoForest,1.2363073513740443,-0.09945557962837559
2023-11-06,Delhi North,Parle-G Biscuits,Snacks,2656,2735.25,-79.2,IsoForest,1.2264123186151508,-0.07309807883814867
2023-11-06,Bengaluru South,Parle-G Biscuits,Snacks,2652,2797.5,-145.5,IsoForest,1.2236905397600673,-0.0922722609325366
2025-10-20,Delhi North,Lay's Chips 100g,Snacks,1601,1553.75,47.2,IsoForest,1.2219165509835235,-0.06540457954923062
2023-10-09,Pune East,Parle-G Biscuits,Snacks,2681,1916.25,764.8,IsoForest,1.219620170395585,-0.0942231440996858
2024-12-16,Pune East,Parle-G Biscuits,Snacks,2680,2822.5,-142.5,IsoForest,1.2174842830192325,-0.10428512011984392
2022-02-07,Delhi North,Parle-G Biscuits,Snacks,1508,1870.0,-362.0,IsoForest,-1.214317336198729,-0.049915791645653185
2024-07-08,Bengaluru South,Parle-G Biscuits,Snacks,1496,1799.5,-303.5,IsoForest,-1.207148497866186,-0.0018912794755004958
2024-12-02,Pune East,Parle-G Biscuits,Snacks,2674,2999.75,-325.8,IsoForest,1.204668958761118,-0.10428512011984392
2022-11-14,Mumbai Central,Lay's Chips 100g,Snacks,1587,1685.75,-98.8,IsoForest,1.2036564192968426,-0.013215530739797976
2022-10-10,Pune East,Kurkure Snacks 200g,Snacks,1457,1111.5,345.5,IsoForest,1.2014775448378874,-0.03837798749278476
2023-01-30,Mumbai Central,Parle-G Biscuits,Snacks,1535,2035.0,-500.0,IsoForest,-1.19244676891274,-0.004198235900972236
2022-02-21,Delhi North,Parle-G Biscuits,Snacks,1521,1607.75,-86.8,IsoForest,-1.1866784115362023,-0.008961866329173729
2025-10-06,Chennai West,Parle-G Biscuits,Snacks,2626,2198.75,427.2,IsoForest,1.1865571906234962,-0.0630309645333128
2025-12-08,Delhi North,Parle-G Biscuits,Snacks,2636,3155.5,-519.5,IsoForest,1.1838908960574177,-0.0913905697463413
2024-05-06,Pune East,Parle-G Biscuits,Snacks,1557,2185.5,-628.5,IsoForest,-1.1811172406245387,-0.009316448201037275
2024-12-16,Bengaluru South,Parle-G Biscuits,Snacks,2631,2878.0,-247.0,IsoForest,1.1795316991111475,-0.10041887541611039
2022-10-24,Delhi North,Parle-G Biscuits,Snacks,2633,2370.75,262.2,IsoForest,1.1775126826737576,-0.10914744741178783
2023-10-23,Pune East,Parle-G Biscuits,Snacks,2661,2417.75,243.2,IsoForest,1.1769024228685365,-0.13968140964757914
2025-12-01,Bengaluru South,Parle-G Biscuits,Snacks,2617,3171.0,-554.0,IsoForest,1.1500924720118677,-0.12443143539414858
2023-11-27,Pune East,Parle-G Biscuits,Snacks,2646,3035.5,-389.5,IsoForest,1.1448641122232501,-0.09870732297707174
2025-02-10,Bengaluru South,Parle-G Biscuits,Snacks,1528,2215.75,-687.8,IsoForest,-1.1398588359249748,-0.03477348406226266
2022-11-21,Chennai West,Parle-G Biscuits,Snacks,2603,2631.25,-28.2,IsoForest,1.1357190542687092,-0.14019012005851594
2024-12-23,Bengaluru South,Lay's Chips 100g,Snacks,1575,1551.0,24.0,IsoForest,1.132808150721756,-0.016907429359138693
2023-12-25,Pune East,Parle-G Biscuits,Snacks,2640,2408.0,232.0,IsoForest,1.1320487879651355,-0.07890402835187171
2023-11-06,Mumbai Central,Parle-G Biscuits,Snacks,2586,2692.0,-106.0,IsoForest,1.1174951489292273,-0.10283282544652916
2023-10-02,Bengaluru South,Parle-G Biscuits,Snacks,2601,1920.75,680.2,IsoForest,1.116447641041262,-0.07004300737646085
2025-12-29,Chennai West,Parle-G Biscuits,Snacks,2594,2760.5,-166.5,IsoForest,1.1158258704777055,-0.08419099977294131
2022-02-14,Delhi North,Parle-G Biscuits,Snacks,1555,1706.0,-151.0,IsoForest,-1.1143919931880562,-0.027522475136394386
2023-11-20,Pune East,Lay's Chips 100g,Snacks,1546,1769.25,-223.2,IsoForest,1.113738066576077,-0.01806872448601038
2022-09-26,Pune East,Parle-G Biscuits,Snacks,1593,1799.25,-206.2,IsoForest,-1.1042252950758513,-0.008498078817547716
2022-09-26,Bengaluru South,Parle-G Biscuits,Snacks,1546,1708.75,-162.8,IsoForest,-1.1020084010830435,-0.00014054301385180157
2026-01-12,Mumbai Central,Parle-G Biscuits,Snacks,2577,2410.25,166.8,IsoForest,1.0977144855033683,-0.08343304536637808
2024-11-04,Chennai West,Parle-G Biscuits,Snacks,2585,2670.75,-85.8,IsoForest,1.095932686686702,-0.1320919118605962
2025-10-20,Pune East,Parle-G Biscuits,Snacks,2623,2806.0,-183.0,IsoForest,1.0957387025671443,-0.15146927184459535
2022-02-21,Pune East,Parle-G Biscuits,Snacks,1597,1614.75,-17.8,IsoForest,-1.0956817455704417,-0.01020853752839379
2026-02-02,Delhi North,Parle-G Biscuits,Snacks,1568,2461.0,-893.0,IsoForest,-1.0867530685255296,-0.03791124867247264
2022-10-31,Mumbai Central,Parle-G Biscuits,Snacks,2570,2635.75,-65.8,IsoForest,1.0823295250610336,-0.09109665046120718
2024-01-15,Bengaluru South,Parle-G Biscuits,Snacks,1556,2137.25,-581.2,IsoForest,-1.080980381726415,-0.014342408760721903
2022-02-14,Pune East,Parle-G Biscuits,Snacks,1604,1697.5,-93.5,IsoForest,-1.0807305339359747,-0.024741421963389798
2022-11-21,Delhi North,Lay's Chips 100g,Snacks,1559,1723.5,-164.5,IsoForest,1.0757283780104858,-0.017948810810093807
2024-12-09,Mumbai Central,Parle-G Biscuits,Snacks,2565,2900.0,-335.0,IsoForest,1.071340267602223,-0.08277944995504061
2025-12-08,Pune East,Parle-G Biscuits,Snacks,2609,3261.5,-652.5,IsoForest,1.0658362792982103,-0.1320919118605962
2023-10-23,Delhi North,Kurkure Snacks 200g,Snacks,1397,1363.25,33.8,IsoForest,1.0621517852391777,-0.004772396690879699
2024-10-21,Pune East,Lay's Chips 100g,Snacks,1532,1415.75,116.2,IsoForest,1.0618397410133522,-0.021529092295434427
2024-11-04,Pune East,Lay's Chips 100g,Snacks,1532,1552.75,-20.8,IsoForest,1.0618397410133522,-0.019653942505027056
2022-10-17,Delhi North,Parle-G Biscuits,Snacks,2577,2151.5,425.5,IsoForest,1.058452699512105,-0.12248540120077267
2024-10-21,Pune East,Parle-G Biscuits,Snacks,2604,2605.75,-1.8,IsoForest,1.0551568424164484,-0.14478403538704065
2026-01-12,Bengaluru South,Parle-G Biscuits,Snacks,2568,2601.0,-33.0,IsoForest,1.0470551771643881,-0.07093562448039825
2022-10-17,Pune East,Kurkure Snacks 200g,Snacks,1416,1263.25,152.8,IsoForest,1.0438873959564463,-0.018351777515853596
2023-12-25,Mumbai Central,Parle-G Biscuits,Snacks,2552,2388.75,163.2,IsoForest,1.0427681982093158,-0.08421881172373413
2023-10-09,Bengaluru South,Parle-G Biscuits,Snacks,2565,2109.75,455.2,IsoForest,1.0407467713573995,-0.11075741553624174
2025-10-20,Pune East,Kurkure Snacks 200g,Snacks,1415,1529.25,-114.2,IsoForest,1.0400437337886062,-0.04731906561267751
2024-04-29,Delhi North,Parle-G Biscuits,Snacks,1591,1948.0,-357.0,IsoForest,-1.0378534325841366,-0.033870426015236155
2022-12-12,Mumbai Central,Parle-G Biscuits,Snacks,2549,2429.25,119.8,IsoForest,1.0361746437340296,-0.04627986601881007
2025-08-25,Delhi North,Parle-G Biscuits,Snacks,2566,2209.5,356.5,IsoForest,1.0350659171053518,-0.04361355650491483
2023-11-27,Chennai West,Kurkure Snacks 200g,Snacks,1413,1544.75,-131.8,IsoForest,1.0275943631015623,-0.04420411712190653
2022-10-17,Pune East,Parle-G Biscuits,Snacks,2590,2210.5,379.5,IsoForest,1.0252544191475144,-0.13663636451440808
2023-10-09,Delhi North,Parle-G Biscuits,Snacks,2559,1900.75,658.2,IsoForest,1.0201834192101453,-0.0826143257119547
2026-03-23,Delhi North,Parle-G Biscuits,Snacks,1600,1822.5,-222.5,IsoForest,-1.0187187924331567,-0.032925442755211365
2022-03-14,Bengaluru South,Parle-G Biscuits,Snacks,1586,1413.5,172.5,IsoForest,-1.0178963236565295,-0.004513751847531444
2024-12-09,Pune East,Parle-G Biscuits,Snacks,2586,2888.0,-302.0,IsoForest,1.0167108696421048,-0.09513684314512783
2025-02-03,Pune East,Parle-G Biscuits,Snacks,1635,2157.5,-522.5,IsoForest,-1.0145180252690496,-0.0033886535296338005
2024-12-16,Bengaluru South,Lay's Chips 100g,Snacks,1540,1665.25,-125.2,IsoForest,1.0123974958574231,-0.04017570010351834
2022-10-17,Chennai West,Parle-G Biscuits,Snacks,2544,2107.25,436.8,IsoForest,1.0053081827499077,-0.12607552788729892
2023-02-27,Bengaluru South,Parle-G Biscuits,Snacks,1604,1599.0,5.0,IsoForest,-0.9800458888145983,-0.009762902737301071
2025-08-11,Mumbai Central,Parle-G Biscuits,Snacks,2522,2067.0,455.0,IsoForest,0.9768326534564528,-0.010043090846820979
2024-12-30,Bengaluru South,Parle-G Biscuits,Snacks,2532,2657.25,-125.2,IsoForest,0.9713543074805254,-0.08628752967004438
2023-12-11,Pune East,Lay's Chips 100g,Snacks,1505,1661.0,-156.0,IsoForest,0.9617501131423827,-0.01218443740441666
2022-12-12,Chennai West,Parle-G Biscuits,Snacks,2523,2477.25,45.8,IsoForest,0.9588907539042327,-0.07392182505638312
2024-12-16,Delhi North,Parle-G Biscuits,Snacks,2524,2724.25,-200.2,IsoForest,0.9457709297341123,-0.10645888737069009
2026-01-19,Chennai West,Parle-G Biscuits,Snacks,2516,2404.25,111.8,IsoForest,0.943418277622341,-0.08439085192458284
2025-10-20,Bengaluru South,Whole Milk 1L,Dairy,951,901.5,49.5,IsoForest,0.9388043069849749,-0.01993269181954338
2025-08-04,Chennai West,Parle-G Biscuits,Snacks,2513,2280.25,232.8,IsoForest,0.9367872163586731,-0.02924297429767031
2025-12-29,Delhi North,Parle-G Biscuits,Snacks,2518,2674.25,-156.2,IsoForest,0.9330145029667923,-0.08689599418375693
2022-06-13,Delhi North,Parle-G Biscuits,Snacks,1642,1628.0,14.0,IsoForest,-0.9294238050619171,-0.00020061556803607772
2025-08-11,Pune East,Parle-G Biscuits,Snacks,2543,2325.25,217.8,IsoForest,0.9248677124589505,-0.05569919343826635
2025-12-29,Bengaluru South,Parle-G Biscuits,Snacks,2509,2669.5,-160.5,IsoForest,0.92298986296028,-0.06930458543555595
2023-12-11,Pune East,Parle-G Biscuits,Snacks,2542,2683.0,-141.0,IsoForest,0.9227318250825981,-0.12566755805982044
2025-12-15,Chennai West,Lay's Chips 100g,Snacks,1515,1812.0,-297.0,IsoForest,0.921340498910288,-0.0014609464615662482
2026-02-23,Chennai West,Parle-G Biscuits,Snacks,1673,1993.25,-320.2,IsoForest,-0.9199099374683303,-0.018169662701464473
2025-08-25,Mumbai Central,Parle-G Biscuits,Snacks,2494,2186.0,308.0,IsoForest,0.915292811687114,-0.034743195208385425
2025-08-04,Pune East,Parle-G Biscuits,Snacks,2538,2229.25,308.8,IsoForest,0.9141882755771884,-0.04450104311329872
2022-04-04,Bengaluru South,Parle-G Biscuits,Snacks,1636,1548.25,87.8,IsoForest,-0.9127562268733872,-0.0050139386102937555
2024-09-02,Pune East,Parle-G Biscuits,Snacks,1684,2372.75,-688.8,IsoForest,-0.9098595438277809,-0.025678455559069557
2022-10-17,Bengaluru South,Parle-G Biscuits,Snacks,2502,2088.25,413.8,IsoForest,0.9082702494106399,-0.12764927485220956
2022-10-10,Chennai West,Lay's Chips 100g,Snacks,1510,1110.25,399.8,IsoForest,0.9038908682491082,-0.05714969998856401
2026-01-19,Bengaluru South,Parle-G Biscuits,Snacks,2493,2554.75,-61.8,IsoForest,0.8893450319896744,-0.06287123327205013
2025-09-29,Chennai West,Parle-G Biscuits,Snacks,2491,2066.25,424.8,IsoForest,0.8881594337584421,-0.03547416846491358
2025-08-25,Pune East,Parle-G Biscuits,Snacks,2523,2344.75,178.2,IsoForest,0.882149964931902,-0.042758902627118456
2025-08-11,Bengaluru South,Parle-G Biscuits,Snacks,2488,2039.5,448.5,IsoForest,0.8788310223113601,-0.015281370276244322
2024-03-04,Pune East,Parle-G Biscuits,Snacks,1699,1730.25,-31.2,IsoForest,-0.8778212331824945,-0.005821552742036329
2025-01-13,Chennai West,Parle-G Biscuits,Snacks,2484,2560.0,-76.0,IsoForest,0.8726869574765505,-0.07392182505638312
2025-12-08,Bengaluru South,Parle-G Biscuits,Snacks,2485,3051.75,-566.8,IsoForest,0.8725226165043716,-0.12258846247217325
2026-02-23,Mumbai Central,Parle-G Biscuits,Snacks,1682,2070.5,-388.5,IsoForest,-0.8693625996237113,-0.006043948710163893
2025-12-29,Pune East,Parle-G Biscuits,Snacks,2517,2658.5,-141.5,IsoForest,0.8693346406737875,-0.06822530532869198
2022-10-10,Bengaluru South,Parle-G Biscuits,Snacks,2481,1901.0,580.0,IsoForest,0.8641114087617202,-0.1270748694430066
2024-12-30,Pune East,Parle-G Biscuits,Snacks,2514,2671.75,-157.8,IsoForest,0.8629269785447302,-0.07459275159866852
2024-09-02,Mumbai Central,Parle-G Biscuits,Snacks,1686,2312.0,-626.0,IsoForest,-0.8605711936566629,-0.03282188571195244
2025-01-13,Bengaluru South,Parle-G Biscuits,Snacks,2479,2539.75,-60.8,IsoForest,0.8599058048903945,-0.0463615954689085
2023-10-02,Mumbai Central,Parle-G Biscuits,Snacks,2467,1874.25,592.8,IsoForest,0.8559508214095373,-0.06773979564129429
2023-12-11,Bengaluru South,Parle-G Biscuits,Snacks,2477,2786.25,-309.2,IsoForest,0.8557002010190687,-0.11124654974683779
2026-02-23,Delhi North,Parle-G Biscuits,Snacks,1678,1952.25,-274.2,IsoForest,-0.8528852444579976,-0.05153899984520527
2025-12-01,Chennai West,Parle-G Biscuits,Snacks,2475,3462.5,-987.5,IsoForest,0.8527937736855469,-0.10176611161582683
2022-10-31,Pune East,Parle-G Biscuits,Snacks,2506,2745.5,-239.5,IsoForest,0.8458398795339108,-0.08967109805279871
2024-10-07,Mumbai Central,Parle-G Biscuits,Snacks,2459,1887.5,571.5,IsoForest,0.8383680094754404,-0.0739058620150046
2023-03-27,Pune East,Parle-G Biscuits,Snacks,1718,1683.25,34.8,IsoForest,-0.8372393730317985,-0.006939790610065888
2024-02-05,Delhi North,Parle-G Biscuits,Snacks,1686,2232.75,-546.8,IsoForest,-0.8358766754349044,-0.012866489600442677
2024-02-12,Mumbai Central,Parle-G Biscuits,Snacks,1698,1999.0,-301.0,IsoForest,-0.8341969757555178,-0.04747357968746413
2024-02-19,Pune East,Parle-G Biscuits,Snacks,1721,1903.25,-182.2,IsoForest,-0.8308317109027412,-0.03987812708207472
2024-02-12,Pune East,Parle-G Biscuits,Snacks,1723,1998.0,-275.0,IsoForest,-0.8265599361500364,-0.002563226065801505
2024-06-10,Mumbai Central,Parle-G Biscuits,Snacks,1702,1912.0,-210.0,IsoForest,-0.8254055697884694,-0.018392076963643866
2024-02-26,Pune East,Parle-G Biscuits,Snacks,1725,1745.0,-20.0,IsoForest,-0.8222881613973315,-0.0011052866139387163
2024-12-30,Mumbai Central,Parle-G Biscuits,Snacks,2451,2612.75,-161.8,IsoForest,0.8207851975413437,-0.10331659617369282
2023-06-26,Delhi North,Parle-G Biscuits,Snacks,1695,1753.75,-58.8,IsoForest,-0.8167420352839245,-0.010938042700720074
2024-10-21,Pune East,Kurkure Snacks 200g,Snacks,1356,1467.5,-111.5,IsoForest,0.8132676658860447,-0.027071782276387957
2023-11-27,Mumbai Central,Lay's Chips 100g,Snacks,1479,1526.25,-47.2,IsoForest,0.8124511790952366,-0.03584713769074799
2026-03-23,Pune East,Parle-G Biscuits,Snacks,1732,1940.5,-208.5,IsoForest,-0.8073369497628645,-0.01160526798739836
2023-12-25,Delhi North,Parle-G Biscuits,Snacks,2457,2363.75,93.2,IsoForest,0.8033241641657064,-0.05471987393464739
2022-11-28,Pune East,Parle-G Biscuits,Snacks,2486,2543.5,-57.5,IsoForest,0.8031221320068624,-0.08406479803344902
2023-05-22,Bengaluru South,Parle-G Biscuits,Snacks,1691,1691.5,-0.5,IsoForest,-0.7971021204119304,-0.004192842688256926
2024-07-15,Mumbai Central,Parle-G Biscuits,Snacks,1715,1772.75,-57.8,IsoForest,-0.796833500395562,-0.05410618283755031
2024-10-14,Delhi North,Kurkure Snacks 200g,Snacks,1331,1280.5,50.5,IsoForest,0.7950716082779066,-0.06808994252832035
2024-02-05,Bengaluru South,Parle-G Biscuits,Snacks,1692,2012.5,-320.5,IsoForest,-0.7949993184762676,-0.060216828787792664
2023-12-11,Delhi North,Parle-G Biscuits,Snacks,2453,2764.5,-311.5,IsoForest,0.7948198796541598,-0.131085785971627
2023-03-06,Bengaluru South,Parle-G Biscuits,Snacks,1693,1601.5,91.5,IsoForest,-0.7928965165406048,-0.002187641618036973
2022-11-21,Mumbai Central,Parle-G Biscuits,Snacks,2438,2745.25,-307.2,IsoForest,0.7922131281484364,-0.0911247383068734
2022-11-14,Bengaluru South,Kurkure Snacks 200g,Snacks,1369,1427.25,-58.2,IsoForest,0.7907714546458396,-0.00856094219089265
2026-01-19,Delhi North,Parle-G Biscuits,Snacks,2447,2628.5,-181.5,IsoForest,0.7820634528868399,-0.07576451796971284
2022-07-11,Bengaluru South,Parle-G Biscuits,Snacks,1700,1667.75,32.2,IsoForest,-0.7781769029909649,-0.03889622374378421
2024-08-26,Delhi North,Parle-G Biscuits,Snacks,2443,2083.25,359.8,IsoForest,0.7735591683752933,-0.03398199269728719
2023-10-16,Delhi North,Lay's Chips 100g,Snacks,1470,1333.75,136.2,IsoForest,0.765948678139049,-0.026635596642964
2024-02-05,Pune East,Parle-G Biscuits,Snacks,1752,2069.75,-317.8,IsoForest,-0.7646192022358161,-0.023696628983957302
2024-08-12,Mumbai Central,Parle-G Biscuits,Snacks,2425,1976.0,449.0,IsoForest,0.7636410587555291,-0.029513989062193602
2022-10-10,Mumbai Central,Parle-G Biscuits,Snacks,2421,2017.25,403.8,IsoForest,0.7548496527884807,-0.12907761397773898
2024-10-14,Bengaluru South,Parle-G Biscuits,Snacks,2429,2338.0,91.0,IsoForest,0.7547657081072521,-0.13917304330673497
2023-10-23,Chennai West,Parle-G Biscuits,Snacks,2429,2405.75,23.2,IsoForest,0.7511175009759729,-0.11368508996589333
2022-11-28,Delhi North,Parle-G Biscuits,Snacks,2432,2662.25,-230.2,IsoForest,0.7501723859685401,-0.10138347559167182
2022-09-26,Chennai West,Parle-G Biscuits,Snacks,1753,1752.0,1.0,IsoForest,-0.7430816371038538,-0.008407557105628127
2024-09-16,Delhi North,Parle-G Biscuits,Snacks,1730,2120.0,-390.0,IsoForest,-0.7423295458078916,-0.04871990184668806
2025-08-04,Bengaluru South,Parle-G Biscuits,Snacks,1718,2099.75,-381.8,IsoForest,-0.7403264681490336,-0.0006635117984133965
2025-11-17,Mumbai Central,Parle-G Biscuits,Snacks,2411,3289.75,-878.8,IsoForest,0.7328711378708597,-0.12542855070298475
2025-07-14,Delhi North,Parle-G Biscuits,Snacks,1735,2125.0,-390.0,IsoForest,-0.7316991901684583,-0.012347698231661264
2024-08-12,Pune East,Parle-G Biscuits,Snacks,2452,2211.75,240.2,IsoForest,0.7305019612108801,-0.036181619143215715
2023-12-11,Mumbai Central,Lay's Chips 100g,Snacks,1456,1420.75,35.2,IsoForest,0.7291389520152649,-0.006409883787616977
2023-12-25,Chennai West,Parle-G Biscuits,Snacks,2417,2361.5,55.5,IsoForest,0.7245932559213013,-0.07160551371643831
2023-05-22,Mumbai Central,Parle-G Biscuits,Snacks,1748,1746.0,2.0,IsoForest,-0.7243044011674128,-0.011188841979902442
2025-01-20,Chennai West,Parle-G Biscuits,Snacks,1762,2486.25,-724.2,IsoForest,-0.7231884533128502,-0.07315051200009604
2023-12-18,Delhi North,Kurkure Snacks 200g,Snacks,1313,1373.5,-60.5,IsoForest,0.7222315600157417,-0.009247824806271843
2025-09-01,Mumbai Central,Parle-G Biscuits,Snacks,1749,2298.25,-549.2,IsoForest,-0.7221065496756507,-0.066042513139692
2023-11-27,Mumbai Central,Kurkure Snacks 200g,Snacks,1325,1670.25,-345.2,IsoForest,0.7220850471522079,-0.008500192947607954
2024-08-19,Pune East,Parle-G Biscuits,Snacks,2448,2288.0,160.0,IsoForest,0.7219584117054704,-0.044945528265421975
2025-01-13,Delhi North,Parle-G Biscuits,Snacks,2417,2267.25,149.8,IsoForest,0.7182813190502403,-0.06014077022804343
2024-03-04,Bengaluru South,Parle-G Biscuits,Snacks,1729,1572.75,156.2,IsoForest,-0.7171956468567422,-0.0019491398271508364
2024-03-11,Pune East,Parle-G Biscuits,Snacks,1776,1717.0,59.0,IsoForest,-0.713357905203358,-0.009174383191292823
2022-07-11,Mumbai Central,Parle-G Biscuits,Snacks,1753,1598.75,154.2,IsoForest,-0.7133151437086023,-0.010902459660795616
2025-04-14,Delhi North,Parle-G Biscuits,Snacks,1744,2026.25,-282.2,IsoForest,-0.7125645500174784,-0.001876851014522396
2023-12-04,Chennai West,Parle-G Biscuits,Snacks,2411,3011.75,-600.8,IsoForest,0.7113311333939656,-0.07996493111585146
2023-12-11,Chennai West,Kurkure Snacks 200g,Snacks,1331,1390.0,-59.0,IsoForest,0.708229147920499,-0.005018287263417576
2024-01-08,Delhi North,Parle-G Biscuits,Snacks,2412,2324.25,87.8,IsoForest,0.707650963410807,-0.023656587820060304
2024-01-22,Mumbai Central,Parle-G Biscuits,Snacks,2399,2211.25,187.8,IsoForest,0.7064969199697144,-0.054322170372089085
2023-07-17,Pune East,Parle-G Biscuits,Snacks,1780,1875.75,-95.8,IsoForest,-0.7048143556979483,-0.0053711382590916346
2024-02-12,Chennai West,Parle-G Biscuits,Snacks,1772,2076.75,-304.8,IsoForest,-0.7010849157672906,-0.0019133855027659852
2025-01-13,Mumbai Central,Parle-G Biscuits,Snacks,2395,2484.75,-89.8,IsoForest,0.6977055140026661,-0.08468998420252372
2024-01-29,Pune East,Parle-G Biscuits,Snacks,1784,2149.25,-365.2,IsoForest,-0.6962708061925386,-0.015119062297018315
2026-01-26,Pune East,Parle-G Biscuits,Snacks,2430,2354.25,75.8,IsoForest,0.6835124389311267,-0.057927971018225444
2022-12-19,Chennai West,Parle-G Biscuits,Snacks,2398,2404.0,-6.0,IsoForest,0.6825965345847381,-0.06490084064157109
2025-01-06,Mumbai Central,Parle-G Biscuits,Snacks,2387,2529.25,-142.2,IsoForest,0.6801227020685693,-0.11402767105336553
2026-01-19,Pune East,Parle-G Biscuits,Snacks,2428,2327.75,100.2,IsoForest,0.6792406641784219,-0.0348823508159829
2024-01-22,Bengaluru South,Parle-G Biscuits,Snacks,2393,1982.0,411.0,IsoForest,0.6790648384233895,-0.030372532006175068
2025-12-01,Bengaluru South,Lay's Chips 100g,Snacks,1442,2075.5,-633.5,IsoForest,0.675247662237291,-0.021590195976429638
2022-11-21,Bengaluru South,Parle-G Biscuits,Snacks,2388,2649.75,-261.8,IsoForest,0.6685508287450752,-0.09925807782490703
2023-05-08,Bengaluru South,Parle-G Biscuits,Snacks,1753,1770.0,-17.0,IsoForest,-0.6667284004008338,-0.024815617236325527
2025-12-29,Mumbai Central,Parle-G Biscuits,Snacks,2380,2678.5,-298.5,IsoForest,0.6647377416262346,-0.06776526885864997
2026-02-02,Bengaluru South,Parle-G Biscuits,Snacks,1757,2423.75,-666.8,IsoForest,-0.6583171926581824,-0.023257435937265147
2023-12-18,Mumbai Central,Parle-G Biscuits,Snacks,2374,2463.0,-89.0,IsoForest,0.6515506326756619,-0.10393223361629744
2024-05-06,Chennai West,Parle-G Biscuits,Snacks,1795,2143.25,-348.2,IsoForest,-0.6502467794125036,-0.004362639446889194
2026-03-30,Mumbai Central,Parle-G Biscuits,Snacks,2373,1990.0,383.0,IsoForest,0.6493527811838998,-0.008757289083943465
2025-02-10,Pune East,Parle-G Biscuits,Snacks,1807,2029.25,-222.2,IsoForest,-0.6471453965364329,-0.05073410757677366
2024-06-10,Pune East,Parle-G Biscuits,Snacks,1809,1897.75,-88.8,IsoForest,-0.642873621783728,-0.053655189664178815
2026-02-16,Pune East,Parle-G Biscuits,Snacks,1810,2210.0,-400.0,IsoForest,-0.6407377344073756,-0.021986822952738683
2024-08-19,Bengaluru South,Parle-G Biscuits,Snacks,2373,2216.25,156.8,IsoForest,0.6370087997101325,-0.023325715135868785
2022-07-04,Bengaluru South,Parle-G Biscuits,Snacks,1769,1688.0,81.0,IsoForest,-0.6330835694302283,-0.0017073358324450894
2026-03-16,Delhi North,Parle-G Biscuits,Snacks,1782,1903.5,-121.5,IsoForest,-0.6317738471577855,-0.031099261773526066
2022-10-10,Chennai West,Parle-G Biscuits,Snacks,2375,1931.0,444.0,IsoForest,0.6317583982299512,-0.12757504755526794
2023-10-09,Chennai West,Lay's Chips 100g,Snacks,1432,1169.0,263.0,IsoForest,0.631676629934705,-0.05337774272692142
2022-01-03,Bengaluru South,Parle-G Biscuits,Snacks,1771,2069.0,-298.0,IsoForest,-0.6288779655589025,-0.025193018754222085
2024-02-19,Mumbai Central,Parle-G Biscuits,Snacks,1793,1846.75,-53.8,IsoForest,-0.6254010840381182,-0.06950936299402322
2022-11-28,Mumbai Central,Parle-G Biscuits,Snacks,2362,2671.0,-309.0,IsoForest,0.6251764147745168,-0.07275816651918665
2024-09-23,Pune East,Parle-G Biscuits,Snacks,1819,1949.75,-130.8,IsoForest,-0.6215147480202038,-0.019874556081578953
2023-12-04,Bengaluru South,Parle-G Biscuits,Snacks,2365,2858.0,-493.0,IsoForest,0.6201863842248297,-0.08506366564924128
2024-09-30,Mumbai Central,Parle-G Biscuits,Snacks,2358,1719.5,638.5,IsoForest,0.6163850088074684,-0.04290760612325595
2026-04-06,Chennai West,Parle-G Biscuits,Snacks,2368,1888.0,480.0,IsoForest,0.6162859219480594,-0.04515410179742796
2025-04-14,Mumbai Central,Parle-G Biscuits,Snacks,1800,2010.25,-210.2,IsoForest,-0.6100161235957835,-0.06533302892167181
2023-12-18,Delhi North,Parle-G Biscuits,Snacks,2366,2539.75,-173.8,IsoForest,0.6098516915280209,-0.1141883149812617
2025-08-04,Delhi North,Parle-G Biscuits,Snacks,2363,2048.0,315.0,IsoForest,0.6034734781443609,-0.017965575469998885
